Category	Subcategory	Subsystem	Role	Features
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	D-malic enzyme (EC 1.1.1.83)	fig|6666666.5373.peg.4424, fig|6666666.5373.peg.4422, fig|6666666.5373.peg.4423
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxykinase [ATP] (EC 4.1.1.49)	fig|6666666.5373.peg.4591, fig|6666666.5373.peg.2151
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	NAD-dependent malic enzyme (EC 1.1.1.38)	fig|6666666.5373.peg.6048, fig|6666666.5373.peg.6047
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate carboxylase (EC 4.1.1.31)	fig|6666666.5373.peg.6221, fig|6666666.5373.peg.6220
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Positive regulator of Tartrate dehydrogenase/decarboxylase/D-malic enzyme	fig|6666666.5373.peg.4420, fig|6666666.5373.peg.4421
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	NADP-dependent malic enzyme (EC 1.1.1.40)	fig|6666666.5373.peg.3866, fig|6666666.5373.peg.2646, fig|6666666.5373.peg.4672, fig|6666666.5373.peg.3867, fig|6666666.5373.peg.4671
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Pyruvate kinase (EC 2.7.1.40)	fig|6666666.5373.peg.5052, fig|6666666.5373.peg.3770, fig|6666666.5373.peg.3769, fig|6666666.5373.peg.5051
Carbohydrates	Central carbohydrate metabolism	Pyruvate metabolism I: anaplerotic reactions, PEP	Phosphoenolpyruvate synthase (EC 2.7.9.2)	fig|6666666.5373.peg.4904, fig|6666666.5373.peg.4903, fig|6666666.5373.peg.4902
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Malate synthase G (EC 2.3.3.9)	fig|6666666.5373.peg.1345, fig|6666666.5373.peg.1344
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), iron-sulfur subunit GlcF	fig|6666666.5373.peg.1347, fig|6666666.5373.peg.76
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Probable oxalyl-CoA decarboxylase (EC 4.1.1.8)	fig|6666666.5373.peg.3363, fig|6666666.5373.peg.3364
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate permease	fig|6666666.5373.peg.152, fig|6666666.5373.peg.681
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Ribose 5-phosphate isomerase A (EC 5.3.1.6)	fig|6666666.5373.peg.3554, fig|6666666.5373.peg.420
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Formyl-coenzyme A transferase (EC 2.8.3.16)	fig|6666666.5373.peg.1797, fig|6666666.5373.peg.2486
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Malate synthase (EC 2.3.3.9)	fig|6666666.5373.peg.745
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate utilization operon transcriptional activator GlcC	fig|6666666.5373.peg.7717
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Phosphoglycolate phosphatase (EC 3.1.3.18)	fig|6666666.5373.peg.2790
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolaldehyde dehydrogenase (EC 1.2.1.21)	fig|6666666.5373.peg.3421, fig|6666666.5373.peg.3423, fig|6666666.5373.peg.3422, fig|6666666.5373.peg.3424
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), subunit GlcD	fig|6666666.5373.peg.7720, fig|6666666.5373.peg.7718, fig|6666666.5373.peg.7719
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Glycolate dehydrogenase (EC 1.1.99.14), FAD-binding subunit GlcE	fig|6666666.5373.peg.75
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Hypothetical protein GlcG in glycolate utilization operon	fig|6666666.5373.peg.1346
Carbohydrates	Central carbohydrate metabolism	Glycolate, glyoxylate interconversions	Aldehyde dehydrogenase A (EC 1.2.1.22)	fig|6666666.5373.peg.3421, fig|6666666.5373.peg.3423, fig|6666666.5373.peg.3422, fig|6666666.5373.peg.3424
Carbohydrates	Aminosugars	Fructoselysine (Amadori product) utilization pathway	Transcriptional regulator of fructoselysine utilization operon FrlR	fig|6666666.5373.peg.6694, fig|6666666.5373.peg.6695
Carbohydrates	Aminosugars	Fructoselysine (Amadori product) utilization pathway	Fructoselysine 3-epimerase	fig|6666666.5373.peg.6698
Carbohydrates	Aminosugars	Fructoselysine (Amadori product) utilization pathway	Fructoselysine 6-phosphate deglycase (EC 3.5.-.-)	fig|6666666.5373.peg.4694, fig|6666666.5373.peg.4693
Carbohydrates	Aminosugars	Fructoselysine (Amadori product) utilization pathway	Fructoselysine kinase (EC 2.7.1.-)	fig|6666666.5373.peg.6696, fig|6666666.5373.peg.6697
Carbohydrates	Aminosugars	Fructoselysine (Amadori product) utilization pathway	Fructoselysine transporter FrlA, cationic amino acid permease	fig|6666666.5373.peg.4691, fig|6666666.5373.peg.4692
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	PTS system, chitobiose-specific IIB component (EC 2.7.1.69)	fig|6666666.5373.peg.496
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	PTS system, N-acetylglucosamine-specific IIA component (EC 2.7.1.69)	fig|6666666.5373.peg.4670, fig|6666666.5373.peg.4669
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	Glucosamine-6-phosphate deaminase (EC 3.5.99.6)	fig|6666666.5373.peg.5494, fig|6666666.5373.peg.5495
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	PTS system, chitobiose-specific IIC component (EC 2.7.1.69)	fig|6666666.5373.peg.7856, fig|6666666.5373.peg.7855, fig|6666666.5373.peg.6684
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	Chitobiose-specific regulator ChbR, AraC family	fig|6666666.5373.peg.6687
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	PTS system, chitobiose-specific IIA component (EC 2.7.1.69)	fig|6666666.5373.peg.2995, fig|6666666.5373.peg.6686, fig|6666666.5373.peg.6685
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	PTS system, N-acetylglucosamine-specific IIB component (EC 2.7.1.69)	fig|6666666.5373.peg.4670, fig|6666666.5373.peg.4669
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	Chitobiose-specific 6-phospho-beta-glucosidase ChbF (EC 3.2.1.86)	fig|6666666.5373.peg.6688
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	N-acetylglucosamine-6P-responsive transcriptional repressor NagC, ROK family	fig|6666666.5373.peg.5492
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	PTS system, N-acetylglucosamine-specific IIC component (EC 2.7.1.69)	fig|6666666.5373.peg.4670, fig|6666666.5373.peg.4669
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	Phosphatase NagD predicted to act in N-acetylglucosamine utilization subsystem	fig|6666666.5373.peg.5491, fig|6666666.5373.peg.5490
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	N-acetylglucosamine-regulated outer membrane porin	fig|6666666.5373.peg.5501, fig|6666666.5373.peg.5502
Carbohydrates	Aminosugars	Chitin and N-acetylglucosamine utilization	N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)	fig|6666666.5373.peg.5493
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	6-phosphofructokinase (EC 2.7.1.11)	fig|6666666.5373.peg.1875
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	PTS system, N-acetylgalactosamine-specific IID component (EC 2.7.1.69)	fig|6666666.5373.peg.3620, fig|6666666.5373.peg.3621
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	N-acetylgalactosamine 6-sulfate sulfatase (GALNS)	fig|6666666.5373.peg.2190
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	PTS system, N-acetylgalactosamine-specific IIC component (EC 2.7.1.69)	fig|6666666.5373.peg.3623, fig|6666666.5373.peg.3622
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Tagatose-6-phosphate kinase AgaZ (EC 2.7.1.144)	fig|6666666.5373.peg.3625, fig|6666666.5373.peg.3626
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	PTS system, galactosamine-specific IID component (EC 2.7.1.69)	fig|6666666.5373.peg.1055, fig|6666666.5373.peg.1056
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	PTS system, galactosamine-specific IIC component (EC 2.7.1.69)	fig|6666666.5373.peg.1054, fig|6666666.5373.peg.1053
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	PTS system, galactosamine-specific IIB component (EC 2.7.1.69)	fig|6666666.5373.peg.1051
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Tagatose-1,6-bisphosphate aldolase AgaY (EC 4.1.2.-)	fig|6666666.5373.peg.1049, fig|6666666.5373.peg.1050
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Transcriptional repressor of aga operon	fig|6666666.5373.peg.5146
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Beta-phosphoglucomutase (EC 5.4.2.6)	fig|6666666.5373.peg.7617
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	GALNS arylsulfatase regulator (Fe-S oxidoreductase)	fig|6666666.5373.peg.2188, fig|6666666.5373.peg.2189
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	N-acetylgalactosamine-6-phosphate deacetylase (EC 3.5.1.25)	fig|6666666.5373.peg.4028
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	Galactosamine-6-phosphate isomerase (galactosamine-6-phosphate deaminase) (EC 5.3.1.-)	fig|6666666.5373.peg.1057, fig|6666666.5373.peg.1058
Carbohydrates	Aminosugars	N-Acetyl-Galactosamine and Galactosamine Utilization	PTS system, N-acetylgalactosamine-specific IIB component (EC 2.7.1.69)	fig|6666666.5373.peg.1052, fig|6666666.5373.peg.3624
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	1,4-alpha-glucan (glycogen) branching enzyme, GH-13-type (EC 2.4.1.18)	fig|6666666.5373.peg.7168, fig|6666666.5373.peg.7169
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Trehalose phosphorylase (EC 2.4.1.64)	fig|6666666.5373.peg.7618, fig|6666666.5373.peg.4134, fig|6666666.5373.peg.7619, fig|6666666.5373.peg.7620
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Trehalose-6-phosphate phosphatase (EC 3.1.3.12)	fig|6666666.5373.peg.2809
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Glycogen debranching enzyme (EC 3.2.1.-)	fig|6666666.5373.peg.7455, fig|6666666.5373.peg.2525, fig|6666666.5373.peg.7454
Carbohydrates	Di- and oligosaccharides	Trehalose Biosynthesis	Alpha,alpha-trehalose-phosphate synthase [UDP-forming] (EC 2.4.1.15)	fig|6666666.5373.peg.2810, fig|6666666.5373.peg.2812, fig|6666666.5373.peg.2811
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose permease, major facilitator superfamily	fig|6666666.5373.peg.1356
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose-6-phosphate hydrolase (EC 3.2.1.26)	fig|6666666.5373.peg.5926
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	PTS system, sucrose-specific IIC component (EC 2.7.1.69)	fig|6666666.5373.peg.3380
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Sucrose specific transcriptional regulator CscR, LacI family	fig|6666666.5373.peg.5924, fig|6666666.5373.peg.5925
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	PTS system, sucrose-specific IIB component (EC 2.7.1.69)	fig|6666666.5373.peg.3380
Carbohydrates	Di- and oligosaccharides	Sucrose utilization	Fructokinase (EC 2.7.1.4)	fig|6666666.5373.peg.5927
Carbohydrates	Di- and oligosaccharides	Lactose utilization	Evolved beta-D-galactosidase, beta subunit	fig|6666666.5373.peg.3168
Carbohydrates	Di- and oligosaccharides	Lactose utilization	Transcriptional repressor of the lac operon	fig|6666666.5373.peg.2201, fig|6666666.5373.peg.2202
Carbohydrates	Di- and oligosaccharides	Lactose utilization	Beta-galactosidase (EC 3.2.1.23)	fig|6666666.5373.peg.5343, fig|6666666.5373.peg.1535
Carbohydrates	Di- and oligosaccharides	Lactose utilization	Evolved beta-D-galactosidase, alpha subunit	fig|6666666.5373.peg.253, fig|6666666.5373.peg.3167, fig|6666666.5373.peg.909
Carbohydrates	Di- and oligosaccharides	Lactose utilization	Evolved beta-D-galactosidase transcriptional repressor	fig|6666666.5373.peg.3796, fig|6666666.5373.peg.910
Carbohydrates	Di- and oligosaccharides	Lactose utilization	Lactose permease	fig|6666666.5373.peg.2539, fig|6666666.5373.peg.2365
Carbohydrates	Di- and oligosaccharides	Lactose utilization	Galactoside O-acetyltransferase (EC 2.3.1.18)	fig|6666666.5373.peg.6260
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Inner membrane ABC transporter permease protein YcjP	fig|6666666.5373.peg.4143
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Cytoplasmic alpha-amylase (EC 3.2.1.1)	fig|6666666.5373.peg.1142, fig|6666666.5373.peg.1141
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltodextrin glucosidase (EC 3.2.1.20)	fig|6666666.5373.peg.7695, fig|6666666.5373.peg.2447
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	PTS system, maltose and glucose-specific IIB component (EC 2.7.1.69)	fig|6666666.5373.peg.3087, fig|6666666.5373.peg.5386, fig|6666666.5373.peg.728, fig|6666666.5373.peg.3088, fig|6666666.5373.peg.5387
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Periplasmic alpha-amylase (EC 3.2.1.1)	fig|6666666.5373.peg.3224, fig|6666666.5373.peg.3225, fig|6666666.5373.peg.3223
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin ABC transporter, permease protein MalF	fig|6666666.5373.peg.1441, fig|6666666.5373.peg.742, fig|6666666.5373.peg.1442
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Transcriptional activator of maltose regulon, MalT	fig|6666666.5373.peg.6402, fig|6666666.5373.peg.6401, fig|6666666.5373.peg.6403, fig|6666666.5373.peg.6400
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Beta-phosphoglucomutase (EC 5.4.2.6)	fig|6666666.5373.peg.7617
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	ABC-type sugar transport system, periplasmic binding protein YcjN	fig|6666666.5373.peg.4146, fig|6666666.5373.peg.4145
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltoporin (maltose/maltodextrin high-affinity receptor, phage lambda receptor protein)	fig|6666666.5373.peg.6961, fig|6666666.5373.peg.2431, fig|6666666.5373.peg.739, fig|6666666.5373.peg.6962, fig|6666666.5373.peg.3244
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose operon periplasmic protein MalM	fig|6666666.5373.peg.737, fig|6666666.5373.peg.6111
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	4-alpha-glucanotransferase (amylomaltase) (EC 2.4.1.25)	fig|6666666.5373.peg.2999, fig|6666666.5373.peg.3001, fig|6666666.5373.peg.3000
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Transcriptional regulator YcjW, LacI family, possibly involved in maltodextrin utilization pathway	fig|6666666.5373.peg.1704
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Putative oxidoreductase YcjS (EC 1.-.-.-), NADH-binding	fig|6666666.5373.peg.4135, fig|6666666.5373.peg.4136
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose-6&#39;-phosphate glucosidase (EC 3.2.1.122)	fig|6666666.5373.peg.5383, fig|6666666.5373.peg.5384
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Glycogen phosphorylase (EC 2.4.1.1)	fig|6666666.5373.peg.6239, fig|6666666.5373.peg.6238, fig|6666666.5373.peg.6237
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose regulon modulator	fig|6666666.5373.peg.729, fig|6666666.5373.peg.730
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Inner membrane ABC transporter permease protein YcjO	fig|6666666.5373.peg.4144
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose O-acetyltransferase (EC 2.3.1.79)	fig|6666666.5373.peg.3506
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Aldose 1-epimerase (EC 5.1.3.3)	fig|6666666.5373.peg.1505
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose regulon regulatory protein MalI (repressor for malXY)	fig|6666666.5373.peg.727
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	PTS system, maltose and glucose-specific IIC component (EC 2.7.1.69)	fig|6666666.5373.peg.3087, fig|6666666.5373.peg.5386, fig|6666666.5373.peg.728, fig|6666666.5373.peg.3088, fig|6666666.5373.peg.5387
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin transport ATP-binding protein MalK (EC 3.6.3.19)	fig|6666666.5373.peg.740
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Sugar phosphate isomerases/epimerases family protein YcjR	fig|6666666.5373.peg.4138, fig|6666666.5373.peg.4139, fig|6666666.5373.peg.4137
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin ABC transporter, substrate binding periplasmic protein MalE	fig|6666666.5373.peg.741
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose phosphorylase (EC 2.4.1.8)	fig|6666666.5373.peg.7618, fig|6666666.5373.peg.4134, fig|6666666.5373.peg.7619, fig|6666666.5373.peg.7620
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Zinc-type alcohol dehydrogenase YcjQ	fig|6666666.5373.peg.4140, fig|6666666.5373.peg.4142, fig|6666666.5373.peg.4141
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Mlc, transcriptional repressor of MalT (the transcriptional activator of maltose regulon) and manXYZ operon	fig|6666666.5373.peg.2224
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltodextrin phosphorylase (EC 2.4.1.1)	fig|6666666.5373.peg.2998, fig|6666666.5373.peg.2997, fig|6666666.5373.peg.2996
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Putative sucrose phosphorylase (EC 2.4.1.7)	fig|6666666.5373.peg.1349, fig|6666666.5373.peg.1619, fig|6666666.5373.peg.1348
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Multiple sugar ABC transporter, ATP-binding protein	fig|6666666.5373.peg.1701, fig|6666666.5373.peg.1700, fig|6666666.5373.peg.1699
Carbohydrates	Di- and oligosaccharides	Maltose and Maltodextrin Utilization	Maltose/maltodextrin ABC transporter, permease protein MalG	fig|6666666.5373.peg.1440
Carbohydrates	Di- and oligosaccharides	Melibiose Utilization	Melibiose carrier protein, Na+/melibiose symporter	fig|6666666.5373.peg.465, fig|6666666.5373.peg.463, fig|6666666.5373.peg.464, fig|6666666.5373.peg.462
Carbohydrates	Di- and oligosaccharides	Melibiose Utilization	Alpha-galactosidase (EC 3.2.1.22)	fig|6666666.5373.peg.466
Carbohydrates	Di- and oligosaccharides	Melibiose Utilization	Melibiose operon regulatory protein	fig|6666666.5373.peg.467, fig|6666666.5373.peg.6867
Carbohydrates	Di- and oligosaccharides	Trehalose Uptake and Utilization	PTS system, glucose-specific IIC component (EC 2.7.1.69)	fig|6666666.5373.peg.3642
Carbohydrates	Di- and oligosaccharides	Trehalose Uptake and Utilization	Trehalase (EC 3.2.1.28)	fig|6666666.5373.peg.370
